,Title,Published_date,Views,Month
922,How vulnerability makes you a better leader | Tracy Young,3/2/21,67815,Mar
923,Technology can't fix inequality -- but training and opportunities could | 'Gbenga Sesan,3/1/21,30852,Mar
924,My journey mapping the uncharted world | Tawanda Kanhema,2/26/21,48881,Feb
925,3 ways to upgrade democracy for the 21st century | Max Rashbrooke,2/25/21,60289,Feb
926,How technology changes our sense of right and wrong | Juan Enriquez,2/24/21,108844,Feb
927,"TikTok, Instagram, Snapchat -- and the rise of bite-sized content | Qiuqing Tai",2/23/21,80422,Feb
928,How a geospatial nervous system could help us design a better future | Jack Dangermond,2/22/21,45753,Feb
929,The US is back in the Paris Agreement. What’s next? | John Kerry and Al Gore,2/19/21,87502,Feb
930,"R. Alan Brooks: When the world is burning, is art a waste of time? | TED",2/18/21,59360,Feb
931,How to avoid catching prickly emotions from other people | Jessica Garza,2/17/21,91798,Feb
932,A stealthy reimagining of urban public space | Elizabeth Diller,2/16/21,70302,Feb
933,Nora Flanagan: What COVID-19 revealed about US schools -- and 4 ways to rethink education | TED,2/12/21,110706,Feb
934,The joy of shopping -- and how to recapture it online | Nimisha Jain,2/11/21,38048,Feb
935,Community-powered solutions to the climate crisis | Rahwa Ghirmatzion and Zelalem Adefris,2/10/21,26323,Feb
936,Karen Eber: How your brain responds to stories -- and why they're crucial for leaders | TED,2/10/21,192051,Feb
937,How a strong creative industry helps economies thrive | Mehret Mandefro,2/8/21,53570,Feb
938,4 tips to kickstart honest conversations at work | Betsy Kauffman,2/6/21,68077,Feb
939,The shadow pandemic of domestic violence during COVID-19 | Kemi DaSilvaIbru,2/5/21,23331,Feb
940,Humanity's planet-shaping powers -- and what they mean for the future | Achim Steiner,2/4/21,34762,Feb
941,Pay off your credit cards faster with these 4 easy changes | Your Money and Your Mind,2/3/21,99795,Feb
942,Can't stick to a budget? Try these tweaks instead | Your Money and Your Mind,2/3/21,110922,Feb
943,The money talk that every couple needs to have | Your Money and Your Mind,2/3/21,229880,Feb
944,Why we make bad financial choices -- even when we know better | Your Money and Your Mind,2/2/21,275137,Feb
945,6 essential lessons for women leaders | Julia Gillard and Ngozi Okonjo-Iweala,2/2/21,50871,Feb
946,How carbon capture networks could help curb climate change | Bas Sudmeijer,1/29/21,54773,Jan
947,How AI can help shatter barriers to equality | Jamila Gordon,1/28/21,41325,Jan
948,Christine Carter: The 1-minute secret to forming a new habit | TED,1/26/21,191337,Jan
949,The 15-minute city | Carlos Moreno,1/25/21,108309,Jan
950,Renee Montgomery: How to turn moments into momentum | TED,1/22/21,70986,Jan
951,Niro Sivanathan: The counterintuitive way to be more persuasive | TED,1/21/21,153158,Jan
952,Amanda Gorman: Using your voice is a political choice | TED,1/20/21,373489,Jan
953,3 ways companies can support grieving employees | Tilak Mandadi,1/19/21,34674,Jan
954,A strategy for supporting and listening to others | Jeremy Brewer,1/15/21,77798,Jan
955,6 big ethical questions about the future of AI | Genevieve Bell,1/14/21,80808,Jan
956,Sakinah Hofler: How creative writing can help you through life's hardest moments | TED,1/13/21,106556,Jan
957,Mike O'Sullivan: The end of globalization (and the beginning of something new) | TED,1/12/21,759307,Jan
958,"Financial inclusion, the digital divide and other thoughts on the future of money | Ajay Banga",1/11/21,45770,Jan
959,"""TRY"" | Madison McFerrin",1/8/21,61064,Jan
960,Who counts as a speaker of a language? | Anna Babel,1/7/21,69987,Jan
961,How to be an upstander instead of a bystander | Angélique Parisot-Potter,1/6/21,69724,Jan
962,Billy Samuel Mwape: An innovative way to support children with special needs | TED,1/5/21,48002,Jan
963,How we could make carbon-negative concrete | Tom Schuler,1/4/21,63531,Jan
964,The legacy of matriarchs in the Yukon First Nations | Kluane Adamek,1/4/21,33045,Jan
965,It takes a community to eradicate hate | Wale Elegbede,1/1/21,48203,Jan
966,The joy of taking out the trash | Aparna Nancherla,12/30/20,85244,Dec
967,Inside the massive (and unregulated) world of surveillance tech | Sharon Weinberger,12/28/20,118501,Dec
968,How to foster true diversity and inclusion at work (and in your community) | Rosalind G. Brewer,12/23/20,64910,Dec
969,Why monkeys (and humans) are wired for fairness | Sarah Brosnan,12/21/20,70844,Dec
970,A stellar history of modern astronomy | Emily Levesque,12/18/20,87402,Dec
971,An aerialist on listening to your body's signals | Adie Delaney,12/17/20,52628,Dec
972,A playful exploration of gender performance | Jo Michael Rezes,12/15/20,32090,Dec
973,Could we treat spinal cord injuries with asparagus? | Andrew Pelling,12/11/20,74434,Dec
974,How quinoa can help combat hunger and malnutrition | Cedric Habiyaremye,12/10/20,44080,Dec
975,A magical mantra for nurturing a blissful life | JayaShri Maathaa,12/9/20,47161,Dec
976,What it takes to crush a pandemic | Johanna Benesty,12/8/20,49453,Dec
977,The mood-boosting power of crying | Kathy Mendias,12/7/20,50177,Dec
978,Fossil fuel companies know how to stop global warming. Why don't they? | Myles Allen,12/4/20,90923,Dec
979,"To future generations of women, you are the roots of change | Gloria Steinem",12/3/20,59337,Dec
980,María Teresa Kumar: How the new generation of Latinx voters could change US elections | TED,12/2/20,11735,Dec
981,How COVID-19 human challenge trials work -- and why I volunteered | Sophie Rose,12/1/20,47838,Dec
982,The city planting a million trees in two years | Yvonne Aki-Sawyerr,11/30/20,45664,Nov
983,"How to come out at work, about anything | The Way We Work, a TED series",11/30/20,155594,Nov
984,"How we can use the hiring process to bring out the best in people | The Way We Work, a TED series",11/29/20,90891,Nov
985,"How reverse mentorship can help create better leaders | The Way We Work, a TED series",11/28/20,87693,Nov
986,"How working couples can best support each other | The Way We Work, a TED series",11/28/20,87611,Nov
987,I stepped out of grief -- by dancing with fire | Danielle Torley,11/27/20,44131,Nov
988,"Erika Cheung: Theranos, whistleblowing and speaking truth to power | TED",11/26/20,1106345,Nov
989,If trees could speak | Elif  Shafak,11/25/20,90066,Nov
990,How to be fearless in the face of authoritarianism | Sviatlana Tsikhanouskaya,11/24/20,104084,Nov
991,What crows teach us about death | Kaeli Swift,11/23/20,88447,Nov
992,How to foster productive and responsible debate | Ishan Bhabha,11/20/20,44671,Nov
993,Kids are speaking up for the environment. Let's listen | Olafur Eliasson,11/20/20,39211,Nov
994,How to decarbonize the grid and electrify everything | John Doerr and Hal Harvey,11/19/20,134205,Nov
995,The power of venom -- and how it could one day save your life | Mandë Holford,11/18/20,37566,Nov
996,Climate change is becoming a problem you can taste | Amanda Little,11/17/20,97845,Nov
997,"""Shadow"" | Kesha",11/16/20,613410,Nov
998,How India could pull off the world's most ambitious energy transition | Varun Sivaram,11/16/20,99416,Nov
999,Why children stay silent following sexual violence | Kristin Jones,11/13/20,90506,Nov
1000,How to reduce the wealth gap between Black and white Americans | Kedra Newsom Reeves,11/12/20,52558,Nov
1001,"To save the climate, we have to reimagine capitalism | Rebecca Henderson",11/11/20,80657,Nov
1002,"How businesses can serve everyone, not just shareholders | Dame Vivian Hunt",11/10/20,43550,Nov
1003,The energy Africa needs to develop -- and fight climate change | Rose M. Mutiso,11/9/20,46433,Nov
1004,"""Fight For You"" | Raye Zaragoza",11/6/20,50033,Nov
1005,Racism thrives on silence -- speak up! | Dexter Dias,11/6/20,35385,Nov
1006,Lessons on leaving the world better than you found it | Sophie Howe,11/5/20,54049,Nov
1007,24 hours on Earth -- in one image | Stephen Wilkes,11/4/20,102320,Nov
1008,The radical act of choosing common ground | Nisha Anand,11/2/20,66905,Nov
1009,"How your unique story can get you hired | The Way We Work, a TED series",11/2/20,123957,Nov
1010,"The secret to being a successful freelancer | The Way We Work, a TED series",11/2/20,233606,Nov
1011,"3 steps to stop remote work burnout | The Way We Work, a TED series",11/2/20,234864,Nov
1012,"How to lead in a crisis | The Way We Work, a TED series",11/2/20,253806,Nov
1013,The lie that invented racism | John Biewen,11/1/20,1064266,Nov
1014,The state of the climate crisis | Climate Action Tracker,10/29/20,214504,Oct
1015,The case for stubborn optimism on climate | Christiana Figueres,10/29/20,44410,Oct
1016,What kids can teach adults about asking for help | YeYoon Kim,10/28/20,38945,Oct
1017,Why we must confront the painful parts of US history | Hasan Kwame Jeffries,10/28/20,60317,Oct
1018,"An illustrated kingdom of real, fantastical plants | Nirupa Rao",10/27/20,43312,Oct
1019,Civilization on the Moon -- and what it means for life on Earth | Jessy Kate Schingler,10/27/20,56058,Oct
1020,What if a US presidential candidate refuses to concede after an election? | Van Jones,10/26/20,4936159,Oct
1021,How to be a good ancestor | Roman Krznaric,10/23/20,52581,Oct
1022,A global movement to solve global problems | Colombe Cahen-Salvador,10/23/20,44475,Oct
1023,On time and water | Andri Snær Magnason,10/22/20,48328,Oct
1024,How humanity can reach the stars | Philip Lubin,10/21/20,45317,Oct
1025,Apple's promise to be carbon neutral by 2030 | Lisa Jackson and Liz Ogbu,10/21/20,40868,Oct
1026,"Xiye Bastida: If you adults won't save the world, we will | TED",10/20/20,65865,Oct
1027,Secrets of the mind and free will -- revealed by magic tricks | Alice Pailhès,10/20/20,72409,Oct
1028,"The ancient, earth-friendly wisdom of Mongolian nomads | Khulan Batkhuyag",10/19/20,87106,Oct
1029,Amazon's climate pledge to be net-zero by 2040 | Dave Clark and Kara Hurst,10/19/20,16949,Oct
1030,The race to a zero-emission world starts now | António Guterres,10/18/20,51710,Oct
1031,The global movement to restore nature's biodiversity | Thomas Crowther,10/17/20,279005,Oct
1032,Make your actions on climate reflect your words | Severn Cullis-Suzuki,10/16/20,61392,Oct
1033,10 years to transform the future of humanity -- or destabilize the planet | Johan Rockström,10/15/20,261479,Oct
1034,Europe's plan to become the first carbon-neutral continent | Ursula von der Leyen,10/14/20,96008,Oct
1035,Why is the world warming up? | Kristen Bell + Giant Ant,10/13/20,154084,Oct
1036,Why act now? | Kristen Bell + Giant Ant,10/13/20,55672,Oct
1037,Why is 1.5 degrees such a big deal? | Kristen Bell + Giant Ant,10/13/20,113614,Oct
1038,Where does all the carbon we release go? | Kristen Bell + Giant Ant,10/13/20,81019,Oct
1039,What is net-zero? | Kristen Bell + Giant Ant,10/13/20,152766,Oct
1040,Climate justice can't happen without racial justice | David Lammy,10/13/20,83022,Oct
1041,How cities are detoxing transportation | Monica Araya,10/12/20,74708,Oct
1042,"[Replay] Watch the Countdown Global Launch, a call to action on climate change",10/10/20,15384189,Oct
1043,His Holiness Pope Francis | Our moral imperative to act on climate change [Italian],10/10/20,249841,Oct
1044,Prince William | This decade calls for Earthshots to repair our planet,10/10/20,380637,Oct
1045,The psychological traits that shape your political beliefs | Dannagal G. Young,10/8/20,99764,Oct
1046,What role does luck play in your life? | Barry Schwartz,10/7/20,162091,Oct
1047,Why do we blame individuals for economic crises? | Liene Ozolina,10/7/20,46435,Oct
1048,You shouldn't have to choose between filling your prescriptions and paying bills | Kiah Williams,10/6/20,39600,Oct
1049,The psychology of inequality and political division | Keith Payne,10/5/20,76074,Oct
1050,"How to win an argument (at the US Supreme Court, or anywhere) | Neal Katyal",10/2/20,260819,Oct
1051,A lesson in turning adversaries into allies | Leah Garcés,10/1/20,74727,Oct
1052,What it takes to make change | Jacqueline Novogratz,9/29/20,50948,Sep
1053,"Dear Facebook, this is how you're breaking democracy | Yael Eisenstat",9/24/20,112469,Sep
1054,4 steps to ending extreme poverty | Shameran Abed,9/23/20,96066,Sep
1055,Dignity isn't a privilege. It's a worker's right | Abigail Disney,9/22/20,50052,Sep
1056,Why specializing early doesn't always mean career success | David Epstein,9/21/20,522819,Sep
1057,How do daily habits lead to political violence? | Christiane-Marie Abu Sarah,9/18/20,89480,Sep
1058,What Saturn's most mysterious moon could teach us about the origins of life | Elizabeth Turtle,9/17/20,75402,Sep
1059,What it means to be intersex | Susannah Temko,9/16/20,100732,Sep
1060,The tyranny of merit | Michael Sandel,9/15/20,417835,Sep
1061,How animals and plants are evolving in cities | Menno Schilthuizen,9/14/20,97932,Sep
1062,"Big data, small farms and a tale of two tomatoes | Erin Baumgartner",9/11/20,91037,Sep
1063,"Can we call it a ""world map"" if it's missing a billion people? | Rebecca Firth",9/10/20,60939,Sep
1064,Why we must stop dancing to the sound of our own oppression | Madame Gandhi,9/9/20,29553,Sep
1065,3 secrets to Netflix's success | Reed Hastings and Chris Anderson,9/8/20,83688,Sep
1066,What to do when everything feels broken | Daniel Alexander Jones,9/8/20,39455,Sep
1067,"6 tips for better sleep | Sleeping with Science, a TED series",9/2/20,1740745,Sep
1068,"How much sleep do you really need? | Sleeping with Science, a TED series",9/2/20,555759,Sep
1069,"How sleep can improve your immunity | Sleeping with Science, a TED series",9/2/20,122748,Sep
1070,"How sleep affects your emotions | Sleeping with Science, a TED series",9/2/20,211403,Sep
1071,"What's the connection between sleep and Alzheimer's disease? | Sleeping with Science, a TED series",9/2/20,154589,Sep
1072,"Hacking your memory -- with sleep | Sleeping with Science, a TED series",9/2/20,288192,Sep
1073,"How caffeine and alcohol affect your sleep | Sleeping with Science, a TED series",9/2/20,813455,Sep
1074,"A walk through the stages of sleep | Sleeping with Science, a TED series",9/2/20,519793,Sep
1075,What silence can teach you about sound | Dallas Taylor,9/1/20,57670,Sep
1076,Can light stop the coronavirus? | David Brenner,8/31/20,39976,Aug
1077,Let's scan the whole planet with LiDAR | Chris Fisher,8/28/20,96475,Aug
1078,COVID-19 unraveled the workforce. Here's how to fix it | Mary L. Gray,8/27/20,35395,Aug
1079,5 needs that any COVID-19 response should meet | Kwame Owusu-Kesse,8/26/20,32514,Aug
1080,A new stock exchange focused on the long-term | Michelle Greene,8/25/20,34332,Aug
1081,3 questions to ask yourself about US citizenship | Jose Antonio Vargas,8/24/20,45798,Aug
1082,How to build a resilient future using ancient wisdom | Julia Watson,8/21/20,190354,Aug
1083,New ways to understand life in a pandemic | Aaron Maniam,8/20/20,45877,Aug
1084,Art in the age of machine intelligence | Refik Anadol,8/19/20,605942,Aug
1085,Stop making mass shooters famous | Tom Teves,8/18/20,63852,Aug
1086,How love can help repair social inequality | Chloé Valdary,8/17/20,48812,Aug
1087,How to connect while apart | Eric Yuan,8/14/20,24483,Aug
1088,"""White Lies"" / ""Turn It Around"" | Lucius",8/14/20,53275,Aug
1089,What if you could help decide how the government spends public funds? | Shari Davis,8/13/20,41766,Aug
1090,Want a more just world? Be an unlikely ally | Dwinita Mosby Tyler,8/12/20,68848,Aug
1091,How city mayors are taking action on climate change | Eric Garcetti,8/12/20,7249,Aug
1092,D-L Stewart: Scenes from a Black trans life | TED,8/11/20,18159,Aug
1093,Give yourself permission to be creative | Ethan Hawke,8/11/20,2782819,Aug
1094,"Every day you live, you impact the planet | Jane Goodall",8/10/20,88161,Aug
1095,The invisible life hidden beneath Antarctica's ice | Ariel Waldman,8/10/20,50392,Aug
1096,"A blueprint for reparations in the US | William ""Sandy"" Darity",8/4/20,50982,Aug
1097,What happens when biology becomes technology? | Christina Agapakis,8/2/20,91893,Aug
1098,How museums help communities heal | Honor Harger,8/2/20,22196,Aug
1099,The transformative role of art during the pandemic | Anne Pasternak,8/2/20,14662,Aug
1100,How to disrupt philanthropy in response to crisis | Darren Walker,7/29/20,32756,Jul
1101,"A friendly, autonomous robot that delivers your food | Ali Kashani",7/28/20,60020,Jul
1102,The future of digital communication and privacy | Will Cathcart,7/28/20,24329,Jul
1103,Africa is a sleeping giant -- I'm trying to wake it up | Adeola Fayehun,7/27/20,132262,Jul
1104,The COVID-19 crisis is a chance to do capitalism differently | Mariana Mazzucato,7/27/20,29973,Jul
1105,An optimistic look at the future of girls' education | Malala Yousafzai,7/24/20,72938,Jul
1106,Titus Kaphar: Can beauty open our hearts to difficult conversations? | TED,7/24/20,43183,Jul
1107,What foods did your ancestors love? Aparna Pallavi,7/22/20,98342,Jul
1108,Stop being a bystander in your own life | Tracy Edwards,7/22/20,107188,Jul
1109,Shantell Martin: How drawing can set you free | TED,7/21/20,90286,Jul
1110,John Lewis and Bryan Stevenson: The fight for civil rights and freedom | TED,7/20/20,346486,Jul
1111,"The trials, tribulations and timeline of a COVID-19 vaccine | Jerome Kim",7/20/20,21478,Jul
1112,"H.E. Ellen Johnson Sirleaf: How women will lead us to freedom, justice and peace | TED",7/17/20,78491,Jul
1113,The beauty and complexity of finding common ground | Matt Trombley,7/17/20,34367,Jul
1114,How Dolly Parton led me to an epiphany | Jad Abumrad,7/16/20,70999,Jul
1115,3 ways we can redesign cities for equity and inclusion | Vishaan Chakrabarti,7/15/20,38157,Jul
1116,Swizz Beatz: How to support and celebrate living artists | TED,7/14/20,38423,Jul
1117,The case to infect volunteers with COVID-19 to accelerate vaccine testing | Nir Eyal,7/14/20,44480,Jul
1118,Why is colonialism (still) romanticized? | Farish Ahmad-Noor,7/13/20,71231,Jul
1119,A vision for the future of Afghanistan | Ashraf Ghani,7/10/20,55456,Jul
1120,A path to higher education and employment for refugees | Chrystina Russell,7/10/20,39650,Jul
1121,The new science of personalized vaccines | Ofer Levy,7/10/20,57484,Jul
1122,The new urgency of climate change | Al Gore,7/8/20,95566,Jul
1123,My secret to staying focused under pressure | Russell Wilson,7/7/20,161580,Jul
1124,How digital innovation can fight pandemics and strengthen democracy | Audrey Tang,7/7/20,51817,Jul
1125,3 secrets of resilient people | Lucy Hone,7/6/20,448545,Jul
1126,"""Peaceful Afternoon"" / ""Going To A Town"" | Rufus Wainwright",7/6/20,12578,Jul
1127,How the pandemic will shape the near future | Bill Gates,7/6/20,1848043,Jul
1128,What tech companies know about your kids | Veronica Barassi,7/3/20,83980,Jul
1129,How to turn your dissatisfaction into action | Yvonne Aki-Sawyerr,7/2/20,117463,Jul
1130,How flags unite (and divide) us | Michael Green,7/2/20,64977,Jul
1131,"What COVID-19 means for the future of commerce, capitalism and cash | Dan Schulman",7/1/20,69113,Jul
1132,The alliances needed to rebuild the developing world | Achim Steiner,7/1/20,19843,Jul
1133,We need to green the economy while restarting it | Nigel Topping,6/30/20,30168,Jun
1134,How to support witnesses of harassment and build healthier workplaces | Julia Shaw,6/30/20,57807,Jun
1135,The economic benefits of climate action | Marcelo Mena,6/29/20,29662,Jun
1136,How tech companies can help combat the pandemic and reshape public health | Karen DeSalvo,6/26/20,46204,Jun
1137,5 steps to remove yourself from drama at work | Anastasia Penright,6/26/20,200669,Jun
1138,How to quickly scale up contact tracing across the US | Joia Mukherjee,6/24/20,32061,Jun
1139,The true cost of financial dependence | Estelle Gibson,6/23/20,92861,Jun
1140,How racial bias works -- and how to disrupt it | Jennifer L. Eberhardt,6/22/20,146511,Jun
1141,Autofocusing reading glasses of the future | Nitish Padmanaban,6/19/20,290347,Jun
1142,My story of love and loss as a transracial adoptee | Sara Jones,6/18/20,45731,Jun
1143,"The difference between being ""not racist"" and antiracist | Ibram X. Kendi",6/17/20,294135,Jun
1144,Let's make the world wild again | Kristine Tompkins,6/16/20,101846,Jun
1145,Are we interrupting the kinky sex lives of fish? | Marah J. Hardt,6/15/20,70578,Jun
1146,Can we edit memories? | Amy Milton,6/14/20,128766,Jun
1147,How the US can address the tragedy of veteran suicide | Charles P. Smith,6/12/20,36393,Jun
1148,"An ER doctor on triaging your ""crazy busy"" life | Darria Long",6/11/20,159026,Jun
1149,The path to ending systemic racism in the US,6/10/20,200646,Jun
1150,The secret weapon against pandemics | Georges C. Benjamin,6/9/20,46514,Jun
1151,"To overcome challenges, stop comparing yourself to others | Dean Furness",6/8/20,839758,Jun
1152,Restoring human dignity at the US southern border | Norma Pimentel,6/5/20,48509,Jun
1153,Why students should have mental health days | Hailey Hardcastle,6/4/20,712533,Jun
1154,A virus detection network to stop the next pandemic | Pardis Sabeti and Christian Happi,6/3/20,50888,Jun
1155,The US is addicted to incarceration. Here's how to break the cycle | Robin Steinberg,6/1/20,68074,Jun
1156,What you need to know about face surveillance | Kade Crockford,5/29/20,139533,May
1157,The mental health benefits of storytelling for health care workers | Laurel Braitman,5/28/20,90093,May
1158,"A COVID-19 ""exit"" strategy to end lockdown and reopen the economy | Uri Alon",5/28/20,73480,May
1159,The cost of workplace stress -- and how to reduce it | Rob Cooke,5/27/20,232933,May
1160,How American and Chinese values shaped the coronavirus response | Huang Hung,5/26/20,117480,May
1161,How we're using AI to discover new antibiotics | Jim Collins,5/26/20,39686,May
1162,How to rebuild the global economy | Kristalina Georgieva,5/22/20,66149,May
1163,"A new way to ""grow"" islands and coastlines | Skylar Tibbits",5/21/20,73142,May
1164,"The injustice of ""policing for profit"" -- and how to end it | Dick M. Carpenter II",5/19/20,61710,May
1165,An evolutionary perspective on human health and disease | Lara Durgavich,5/18/20,83871,May
1166,The language of being human | Poet Ali,5/15/20,212198,May
1167,"Ebony Roberts and Shaka Senghor: How to co-parent as allies, not adversaries | TED",5/14/20,54589,May
1168,How to shift your mindset and choose your future | Tom Rivett-Carnac,5/13/20,132676,May
1169,Elizabeth Camarillo Gutierrez: What's missing from the American immigrant narrative | TED,5/12/20,106142,May
1170,A global pandemic calls for global solutions | Larry Brilliant,5/11/20,66106,May
1171,Racism has a cost for everyone | Heather C. McGhee,5/8/20,207871,May
1172,"How to spark your curiosity, scientifically | Nadya Mason",5/7/20,123746,May
1173,"The wonders of the molecular world, animated | Janet Iwasa",5/6/20,80189,May
1174,The galactic recipe for a living planet | Karin Öberg,5/5/20,59554,May
1175,How understanding divorce can help your marriage | Jeannie Suk Gersen,5/4/20,755230,May
1176,"In uncertain times, think like a mother | Yifat Susskind",5/1/20,109855,May
1177,The intangible effects of walls | Alexandra Auer,4/30/20,69113,Apr
1178,What it's really like to have autism | Ethan Lisi,4/29/20,1040642,Apr
1179,How you can help save the monarch butterfly -- and the planet | Mary Ellen Hannibal,4/28/20,57286,Apr
1180,How forgiveness can create a more just legal system | Martha Minow,4/27/20,58625,Apr
1181,Indigenous knowledge meets science to take on climate change | Hindou Oumarou Ibrahim,4/24/20,110149,Apr
1182,2 questions to uncover your passion -- and turn it into a career | Noeline Kirabo,4/23/20,226597,Apr
1183,An ode to living on Earth | Oliver Jeffers,4/22/20,116588,Apr
1184,"Johanna Figueira: Simple, effective tech to connect communities in crisis | TED",4/22/20,90959,Apr
1185,A camera that can see around corners | David Lindell,4/21/20,91527,Apr
1186,"The weird history of the ""sex chromosomes"" | Molly Webster",4/21/20,198837,Apr
1187,How repaying loans with social service transforms communities | Angie Murimirwa,4/20/20,13798,Apr
1188,"Go Ahead, Dream About the Future | Charlie Jane Anders | TED",4/20/20,117926,Apr
1189,What happens when a Silicon Valley technologist works for the government | Matt Cutts,4/18/20,55361,Apr
1190,"Without farmers, you'd be hungry, naked and sober | Eric Sannerud",4/18/20,90342,Apr
1191,"Spectacular, glorious, musical wizardry | Jacob Collier",4/17/20,632876,Apr
1192,The dangers of a noisy ocean -- and how we can quiet it down | Nicola Jones,4/16/20,65474,Apr
1193,Why it's so hard to talk about the N-word | Elizabeth Stordeur Pryor,4/16/20,103430,Apr
1194,"The beautiful, mysterious science of how you hear | Jim Hudspeth",4/15/20,104649,Apr
1195,A campaign for period positivity | Ananya Grover,4/15/20,18483,Apr
1196,A fascinating time capsule of human feelings toward AI | Lucy Farey-Jones,4/14/20,52430,Apr
1197,How health workers are responding to the COVID-19 pandemic | Esther Choo,4/14/20,43793,Apr
1198,How menopause affects the brain | Lisa Mosconi,4/13/20,1511117,Apr
1199,How we could change the planet's climate future | David Wallace-Wells,4/13/20,65473,Apr
1200,How the coronavirus pandemic is changing the world | Fareed Zakaria,4/13/20,621517,Apr
1201,How women are revolutionizing Rwanda | Agnes Binagwaho,4/10/20,31439,Apr
1202,How the coronavirus is impacting India -- and what needs to happen next | Gayathri Vasudevan,4/10/20,72665,Apr
1203,A global hackathon to take on the coronavirus pandemic | Marko Russiver,4/9/20,50756,Apr
1204,What coronavirus means for the global economy | Ray Dalio,4/9/20,1765216,Apr
1205,An ethical plan for ending the pandemic and restarting the economy | Danielle Allen,4/8/20,55622,Apr
1206,What investigating neural pathways can reveal about mental health | Kay M. Tye,4/7/20,77607,Apr
1207,How a miniaturized atomic clock could revolutionize space exploration | Jill Seubert,4/6/20,97684,Apr
1208,Art that reveals how technology frames reality | Jiabao Li,4/6/20,78553,Apr
1209,It's OK to feel overwhelmed. Here's what to do next | Elizabeth Gilbert,4/5/20,303868,Apr
1210,Why sleep matters now more than ever | Matt Walker,4/3/20,138248,Apr
1211,The gender-fluid history of the Philippines | France Villarta,4/3/20,142342,Apr
1212,"How to make pandemics optional, not inevitable | Sonia Shah",4/1/20,53288,Apr
1213,"When local news dies, so does democracy | Chuck Plunkett",4/1/20,48528,Apr
1214,How to turn climate anxiety into action | Renée Lertzman,3/31/20,44648,Mar
1215,How we can navigate the pandemic with courage and hope | Rabbi Lord Jonathan Sacks,3/31/20,63757,Mar
1216,What you need to know about stalkerware | Eva Galperin,3/30/20,107399,Mar
1217,How to create meaningful connections while apart | Priya Parker,3/30/20,63154,Mar
1218,The quest for the coronavirus vaccine | Seth Berkley,3/28/20,151018,Mar
1219,Music and art in a time of protest | Denise Ho,3/27/20,37916,Mar
1220,What the world can learn from China’s response to the coronavirus | Gary Liu,3/27/20,142744,Mar
1221,How bumble bees inspired a network of tiny museums | Amanda Schochet,3/27/20,37428,Mar
1222,3 ways to uproot a culture of corruption | Wanjira Mathai,3/26/20,24065,Mar
1223,How to design gender bias out of your workplace | Sara Sanford,3/26/20,88797,Mar
1224,How we must respond to the coronavirus pandemic | Bill Gates,3/25/20,4874668,Mar
1225,How to be your best self in times of crisis | Susan David,3/25/20,145109,Mar
1226,How technology has changed what it's like to be deaf | Rebecca Knill,3/24/20,83377,Mar
1227,Management lessons from Chinese business and philosophy | Fang Ruan,3/24/20,64092,Mar
1228,What if a single human right could change the world? | Kristen Wenz,3/23/20,100807,Mar
1229,How volumetric video brings a new dimension to filmmaking | Diego Prilusky,3/19/20,110574,Mar
1230,Why you should get paid for your data | Jennifer Zhu Scott,3/19/20,76997,Mar
1231,The real reason you procrastinate | WorkLife with Adam Grant (Audio only),3/18/20,136301,Mar
1232,This is your brain on air pollution | María Neira,3/18/20,90662,Mar
1233,How can we control the coronavirus pandemic? | Adam Kucharski,3/16/20,273819,Mar
1234,"Joel Leon: The beautiful, hard work of co-parenting | TED",3/13/20,117162,Mar
1235,A brief tour of the last 4 billion years (dinosaurs not included) | Lauren Sallan,3/10/20,126318,Mar
1236,For the love of fangirls | Yve Blake,3/10/20,110909,Mar
1237,The perks of being a pirate | Tom Nash,3/9/20,762616,Mar
1238,Online predators spread fake porn of me. Here's how I fought back | Noelle Martin,3/9/20,52231,Mar
1239,Debbie Millman: How symbols and brands shape our humanity | TED,3/6/20,155488,Mar
1240,What we do (and don't) know about the coronavirus | David Heymann,3/5/20,490493,Mar
1241,What a nun can teach a scientist about ecology | Victoria Gill,3/4/20,53178,Mar
1242,How teachers can help students navigate trauma | Lisa Godwin,3/3/20,84529,Mar
1243,Imaginative sculptures that explore how we perceive reality | Alicia Eggert,3/3/20,41261,Mar
1244,What if the poor were part of city planning? | Smruti Jukur Johari,2/28/20,168177,Feb
1245,How bees can keep the peace between elephants and humans | Lucy King,2/28/20,80023,Feb
1246,Rayma Suprani: Dictators hate political cartoons -- so I keep drawing them | TED,2/27/20,91169,Feb
1247,The science of friction -- and its surprising impact on our lives | Jennifer Vail,2/27/20,59939,Feb
1248,The health benefits of clowning around | Matthew A. Wilson,2/26/20,74233,Feb
1249,The real story of Rosa Parks -- and why we need to confront myths about Black history | David Ikard,2/26/20,98964,Feb
1250,Parasitic worms hold back human progress. Here's how we can end them | Ellen Agler,2/25/20,64450,Feb
1251,Tiny robots with giant potential | Paul McEuen and Marc Miskin,2/25/20,61218,Feb
1252,How virtual reality turns students into scientists | Jessica Ochoa Hendrix,2/20/20,139996,Feb
1253,"A new type of medicine, custom-made with tiny proteins | Christopher Bahl",2/19/20,78969,Feb
1254,How the magic of kindness helped me survive the Holocaust | Werner Reich,2/18/20,104982,Feb
1255,What ocean microbes reveal about the changing climate | Angelicque White,2/18/20,55974,Feb
